code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
64320004;ARTOUSTE LAC;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;427272;6201620;0;Ouvrage de type Lac;3,8;659000;3,6;0,135;2;Francis;Concédée;31/12/2012;72,95
64320005;ESPALUNGUE;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;421178;6215110;0;Ouvrage fonctionnant par éclusées;3,2;12377543;3,1;;1;Francis;Concédée;;106,2
64320006;ARTOUSTE;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;421179;6204560;0;Ouvrage de type Lac;27,6;15176302;3,6;1,64;3;Pelton;Concédée;31/12/2012;763,84
64320007;FABREGES;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;421204;6204510;0;Ouvrage de type Lac;9,7;25057536;9;0,22;1;Francis;Concédée;31/12/2012;109
64320008;BIOUS;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;421153;6204530;0;Ouvrage de type Lac;11;37116712;4;0,624;1;Francis;Concédée;31/12/2012;276,25
64320009;GETEU;EXPL;64320;Laruns                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;420883;6218360;0;Ouvrage fonctionnant au fil de l'eau;12,7;29220394;26;0,1;2;Francis;Concédée;31/12/2012;50,74
64330001;ESQUIT;EXPL;64330;Lées-Athas                                        ;ELECTRICITE DE FRANCE;405223;6213810;0;Ouvrage fonctionnant au fil de l'eau;5,88;20449312;15;0,086;3;Francis;Autorisée;16/10/1994;40
64339001;Centrale de Lauture;EXPL;64339;Lestelle-Bétharram                                ;DE LAUTURE SARL;439986;6229110;0;Ouvrage fonctionnant au fil de l'eau;;628884;;;;;Autorisée;;4,35
64342001;LICQ ATHEREY;EXPL;64342;Licq-Athérey                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;383244;6224210;0;Ouvrage fonctionnant par éclusées;8,75;38593512;8;0,31;2;Francis;Concédée;31/12/2069;143,68
64342002;LARRAU;EXPL;64342;Licq-Athérey                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;383198;6224260;0;Ouvrage fonctionnant au fil de l'eau;4,47;12340283;6,85;0,146;2;Francis;Autorisée;31/12/2061;66,55
64342003;Moulin De Datto;EXPL;64342;Licq-Athérey                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;384061;6226400;0;Ouvrage fonctionnant au fil de l'eau;0,5;878999;;;;;Autorisée;;5,2
64351001;Centrale d'Issaux;EXPL;64351;Lourdios-Ichère                                   ;LABAY ENERGIE;399948;6222800;0;Ouvrage fonctionnant au fil de l'eau;1,27;4512863;;;;;;;162
64353001;Ponsa;EXPL;64353;Louvie-Juzon                                      ;CENTRALE PONSA;421342;6226570;0;Ouvrage fonctionnant au fil de l'eau;0,265;1311762;8,65;;1;Kaplan;;;3
64371001;Centrale de Mauleon;EXPL;64371;Mauléon-Licharre                                  ;ENERGIE HYDROELECTRIQUE DE SOULE;383887;6243370;0;Ouvrage fonctionnant au fil de l'eau;0,35;5343007;;;;;;;20,4
64371002;Centrale de Gorre;EXPL;64371;Mauléon-Licharre                                  ;FORCES MOTRICES DU SAISON;384710;6244090;0;Ouvrage fonctionnant au fil de l'eau;1,27;1228642;;;;;;;3,3
64386001;Centrale des Vignes (Mirepeix);EXPL;64386;Mirepeix                                          ;HYDRO LES VIGNES;435420;6238000;0;Ouvrage fonctionnant au fil de l'eau;0,65;4757279;;;;;;;9
64386002;Usine de Mirepeix;EXPL;64386;Mirepeix                                          ;CHE MIREPEIX NAY;435402;6237370;0;Ouvrage fonctionnant au fil de l'eau;0,36;2441324;;;;;;;4
64400001;Centrale Lacaze;EXPL;64400;Montaut                                           ;CAM HYDRO;438924;6231470;0;Ouvrage fonctionnant au fil de l'eau;0,43;3401556;;;;;;;10,18
64400002;Centrale de Navarre;EXPL;64400;Montaut                                           ;CENTRALE NAVARRE;438789;6231480;0;Ouvrage fonctionnant au fil de l'eau;0,5;1762348;;;;;;;5,7
64400003;Centrale de Montaut;EXPL;64400;Montaut                                           ;S.A. CALYPSO;439418;6229700;0;Ouvrage fonctionnant au fil de l'eau;2,5;11764708;;;;;;;6,4
64409001;Centrale du Vert (centrale aval);EXPL;64409;Moumour                                           ;VERTELEC;402905;6242580;0;Ouvrage fonctionnant au fil de l'eau;0,215;850086;5,65;;2;Francis;;;5,2
64409002;Centrale Moulin du Vert;EXPL;64409;Moumour                                           ;VERTELEC;402677;6242150;0;Ouvrage fonctionnant au fil de l'eau;0,26;1269890;4;;1;Kaplan;;;9,6
64416001;Centrale de Masseys;EXPL;64416;Navarrenx                                         ;S.A.R.L. MASSEYS;394644;6254240;0;Ouvrage fonctionnant au fil de l'eau;1,005;2656979;21;;2;Kaplan;;;4,1
64417001;Centrale de Nay;EXPL;64417;Nay                                               ;SOCIETE HYDRO ELECTRIQUE DU MIDI;435039;6236000;0;Ouvrage fonctionnant au fil de l'eau;0,36;1942298;;;;;;;3,4
64417002;Centrale de SAMADET;EXPL;64145;Bourdettes                                        ;HYDRO LES VIGNES;434706;6237880;0;Ouvrage fonctionnant au fil de l'eau;0,17;974978;;;;;;;4
64422001;SOEIX;EXPL;64422;Oloron-Sainte-Marie                               ;ELECTRICITE DE FRANCE;407749;6235960;0;Ouvrage fonctionnant au fil de l'eau;2,4;8349500;34,8;0,018;2;Kaplan;Concédée;16/10/1994;9
64422002;Ste MARIE;EXPL;64422;Oloron-Sainte-Marie                               ;ELECTRICITE DE FRANCE;406463;6238810;0;Ouvrage fonctionnant au fil de l'eau;1,25;2167063;22,5;0,008;2;Kaplan;Autorisée;16/10/1994;4,8
64422003;LEGUGNON;EXPL;64422;Oloron-Sainte-Marie                               ;ELECTRICITE DE FRANCE;404542;6241170;0;Ouvrage fonctionnant au fil de l'eau;0,5;2583625;14;0,01;2;Francis double;Concédée;31/12/1999;5
64422005;Usine hydroélectrique Dabadie;EXPL;64422;Oloron-Sainte-Marie                               ;CENTRALE HYDROELECTRIQUE OSSAU OLORON;406976;6239130;0;Ouvrage fonctionnant au fil de l'eau;0,698;12121984;18;;1;Kaplan;Autorisée;31/12/2029;3,9
64422006;Usine hydroélectrique d'Oloron Sainte Marie;EXPL;64422;Oloron-Sainte-Marie                               ;S.A.R.L. POTTIER R. ET COMPAGNIE;406642;6239440;0;Ouvrage fonctionnant au fil de l'eau;0,329;1627988;8;;2;Francis;;;4,2
64422007;Centrale de Lailhacar;EXPL;64422;Oloron-Sainte-Marie                               ;LAILHACAR S.A.R.L.;407619;6238520;0;Ouvrage fonctionnant au fil de l'eau;0,99;3140134;21;;1;Kaplan;Autorisée;05/07/2055;4,8
64422008;Centrale de Ste Claire;EXPL;64422;Oloron-Sainte-Marie                               ;SARL DELORT SARTHOU;406616;6239340;0;Ouvrage fonctionnant au fil de l'eau;0,82;2810200;18,5;;2;Francis;;;5
64422009;Centrale de Gays;EXPL;64551;Verdets                                           ;MOULIN DE GAYS;403001;6242760;0;Ouvrage fonctionnant au fil de l'eau;0,15;;7,8;;1;Kaplan;;;1,9
64430001;CASTETARBES;EXPL;64430;Orthez                                            ;ELECTRICITE DE FRANCE;392738;6272800;0;Ouvrage fonctionnant au fil de l'eau;1,3;7858429;36;0,01;3;Francis;Autorisée;16/10/1994;8,2
64430002;Usine d'Orthez;EXPL;64430;Orthez                                            ;SUO ENERGIE;394872;6272300;0;Ouvrage fonctionnant au fil de l'eau;4,2;9495792;;;;;;;4,8
64443001;Centrale de Pardies;EXPL;64443;Pardies                                           ;SOCIETE HYDROELECTRIQUE ET IMMOBILIERE DU SUD;409246;6260700;0;Ouvrage fonctionnant au fil de l'eau;;20243046;;;;;;;5,85
64445001;CENTRALE DU PONT D'ESPAGNE;EXPL;64445;Pau                                               ;CENTRALE DU PONT D'ESPAGNE;425203;6249730;0;Ouvrage fonctionnant au fil de l'eau;1,1;7668080;16,3;;;;Autorisée;;7,06
64449001;Centrale Guerlain;EXPL;64449;Poey-d'Oloron                                     ;SOCIETE HYDROELECTRIQUE D'ENERGIE;401279;6246670;0;Ouvrage fonctionnant au fil de l'eau;1,24;5113497;80;;2;Kaplan;;;4,64
64461001;PUYOO;EXPL;64461;Puyoô                                             ;ELECTRICITE DE FRANCE;383844;6276670;0;Ouvrage fonctionnant au fil de l'eau;0,7;3561375;23,3;0,007;3;Kaplan;Autorisée;16/10/1994;4,9
64463001;Centrale Robert;EXPL;64463;Rébénacq                                          ;BIEHLER GEORGES;423891;6236280;0;Ouvrage fonctionnant au fil de l'eau;;1367740;;;;;;;10
64475001;Ste ENGRACE;EXPL;64475;Sainte-Engrâce                                    ;SOCIETE HYDRO ELECTRIQUE DU MIDI;385968;6219230;0;Ouvrage fonctionnant par éclusées;1,04;3703344;10;0,025;1;Francis;Concédée;31/12/2069;13
64475002;Laverna;EXPL;64475;Sainte-Engrâce                                    ;SOCIETE HYDRO ELECTRIQUE DU MIDI;390209;6216340;0;Ouvrage fonctionnant au fil de l'eau;3,9;10728411;;;;;;;530,5
64477001;Centrale de Chantienia;EXPL;64477;Saint-Étienne-de-Baïgorry                         ;INDARRA;348335;6243640;0;Ouvrage fonctionnant au fil de l'eau;0,25;796615;;;;;;;4,5
64477002;Centrale de Laka;EXPL;64477;Saint-Étienne-de-Baïgorry                         ;ITURBURUA HARIGNORDOQUY MARIE THERESE;344655;6237100;0;Ouvrage fonctionnant au fil de l'eau;0,13;605316;;;;;;;5,45
64477003;Moulin d'Etchaux;EXPL;64477;Saint-Étienne-de-Baïgorry                         ;SOCIETE HYDRO. DU MOULIN D'ETCHAUX;345891;6240090;0;Ouvrage fonctionnant au fil de l'eau;0,54;1304953;6,9;;;;;;8
64485001;Usine de St Jean Pied de Port;EXPL;64485;Saint-Jean-Pied-de-Port                           ;GALANT ENEKO;355176;6238540;0;Ouvrage fonctionnant au fil de l'eau;;485000;;;;;;;3,95
64490001;Centrale de Berrhoko Eyherra;EXPL;64490;Saint-Martin-d'Arrossa                            ;INDARRA;350296;6247560;0;Ouvrage fonctionnant au fil de l'eau;0,35;1393033;;;;;;;4
64508001;Centrale de Saucède;EXPL;64508;Saucède                                           ;S.A.R.L. MICQ;400427;6247640;0;Ouvrage fonctionnant au fil de l'eau;0,25;1165709;9;;1;Kaplan;;;3,6
64530001;Centrale de Susmiou;EXPL;64530;Susmiou                                           ;S.A.R.L. MASSEYS;394884;6253840;0;Ouvrage fonctionnant au fil de l'eau;0,5;;15;;1;Kaplan;Autorisée;;3,39
64533001;Moulin Gameta;EXPL;64533;Tardets-Sorholus                                  ;LEGAUX MICHEL LUCIEN MARCEL;385751;6230910;0;Ouvrage fonctionnant au fil de l'eau;0,036;;1,5;;;;Autorisée;;3,5
64537001;Centrale de Trois Villes;EXPL;64537;Trois-Villes                                      ;SOC. HYDROELECTRIQUE DE GOTEIN;384120;6232970;0;Ouvrage fonctionnant au fil de l'eau;;778233;;;;;;;5
64547001;Moulin d'Arki;EXPL;64547;Ustaritz                                          ;SHEN - SOC HYDRO ELECTRIQUE DE LA NIVE;338819;6266370;0;Ouvrage fonctionnant au fil de l'eau;;1145354;;;;;;;2,2
64547002;Moulin de Chopolo;EXPL;64547;Ustaritz                                          ;S.A.R.L. MOULIN DE CHOPOLO;339792;6264800;0;Ouvrage fonctionnant au fil de l'eau;;1599067;;;;;;;2
65004001;AGOS VIDALOS;EXPL;65004;Agos-Vidalos                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449364;6219160;0;Ouvrage fonctionnant au fil de l'eau;1,36;4671043;34;;1;Kaplan;Autorisée;31/12/2065;4,07
65017001;OULE;EXPL;65017;Aragnouet                                         ;SOCIETE HYDRO ELECTRIQUE DU MIDI;471219;6195750;0;Ouvrage de type Lac;1,76;2703151;5,1;;1;Francis;Concédée;16/10/1994;44,75
65017002;FABIAN;EXPL;65017;Aragnouet                                         ;ELECTRICITE DE FRANCE;473137;6191590;0;Ouvrage fonctionnant au fil de l'eau;18,4;51046124;8;0,682;2;Pelton;Concédée;31/12/2030;292,5
65017003;EGET;EXPL;65017;Aragnouet                                         ;SOCIETE HYDRO ELECTRIQUE DU MIDI;475712;6191880;0;Ouvrage de type Lac;33,1;85394056;5,1;1,73;1;Pelton;Concédée;16/10/1994;749,69
65017004;LES ECHARTS;EXPL;65017;Aragnouet                                         ;ELECTRICITE DE FRANCE;475687;6191850;0;Ouvrage fonctionnant au fil de l'eau;6,5;18848064;8;0,225;2;Francis;Concédée;31/12/2030;90,7
65018001;Centrale d'Arbeost;EXPL;65018;Arbéost                                           ;SOC. AMENAGEMENT FORCES HYDROELECTRIQUES DE L'OUZOM A ARBEOST;431349;6215810;0;Ouvrage fonctionnant au fil de l'eau;2,295;11041924;0,9;;;;Concédée;;355
65029001;NOUAUX;EXPL;65029;Arras-en-Lavedan                                  ;ELECTRICITE DE FRANCE;443349;6214310;0;Ouvrage fonctionnant au fil de l'eau;19;72993688;12,2;0,439;2;Francis;Concédée;31/12/2032;191,5
65031001;BORDERES;EXPL;65031;Arreau                                            ;ELECTRICITE DE FRANCE;484561;6203610;0;Ouvrage fonctionnant au fil de l'eau;10;38208876;7,6;0,345;2;Francis;Concédée;17/04/1992;177,2
65031002;Centrale d'Arreau;EXPL;65031;Arreau                                            ;MOUNIQ JEAN;484022;6204190;0;Ouvrage fonctionnant au fil de l'eau;0,48;2259799;;;;;;;4,5
65032001;TUCOY;EXPL;65032;Arrens-Marsous                                    ;ELECTRICITE DE FRANCE;433638;6206620;0;Ouvrage de type Lac;11,1;33174564;5,5;0,522;1;Pelton;Concédée;31/12/2033;240
65032002;PLAN DU TECH;EXPL;65032;Arrens-Marsous                                    ;ELECTRICITE DE FRANCE;433762;6206760;0;Ouvrage de type Lac;2,5;6055000;5,5;0,107;1;Francis double;Concédée;31/12/2004;53,5
65032003;MIGOELOU Basse chute;EXPL;65032;Arrens-Marsous                                    ;ELECTRICITE DE FRANCE;432418;6204030;0;Ouvrage fonctionnant au fil de l'eau;0,26;845563;1;0,09;2;Pelton;Concédée;31/12/2033;37
65032004;ARRENS;EXPL;65032;Arrens-Marsous                                    ;ELECTRICITE DE FRANCE;437023;6210620;0;Ouvrage fonctionnant par éclusées;24,5;72165376;10,7;0,66;2;Pelton;Concédée;31/12/2035;299,6
65032005;MIGOELOU Haute Chute;EXPL;65032;Arrens-Marsous                                    ;ELECTRICITE DE FRANCE;432347;6204040;0;Ouvrage de type Lac;33,9;27762064;5,3;1,71;2;Pelton;Concédée;31/12/2033;780,5
65045001;AUCUN;EXPL;65045;Aucun                                             ;ELECTRICITE DE FRANCE;439747;6212870;0;Ouvrage fonctionnant au fil de l'eau;6,1;19515000;12,1;0,132;2;Francis;Concédée;31/12/2031;69,5
65059001;CHIROULET;EXPL;65059;Bagnères-de-Bigorre                               ;ELECTRICITE DE FRANCE;462398;6211210;0;Ouvrage fonctionnant au fil de l'eau;2;8104438;1,6;0,345;2;Pelton;Autorisée;16/10/1994;216,9
65059002;ARTIGUES Haute Chute;EXPL;65059;Bagnères-de-Bigorre                               ;ELECTRICITE DE FRANCE;471516;6207150;0;Ouvrage de type Lac;21,4;12076563;3,3;1,86;2;Pelton;Concédée;31/12/2008;836,5
65059003;ARTIGUES Basse Chute;EXPL;65059;Bagnères-de-Bigorre                               ;ELECTRICITE DE FRANCE;471515;6207150;0;Ouvrage de type Lac;4,7;18496000;2;0,75;1;Pelton;Concédée;31/12/2008;352,7
65059004;Centrale de Soulé;EXPL;65059;Bagnères-de-Bigorre                               ;CENTRALE HYDROELECTRIQUE SOPYREL;467795;6223250;0;Ouvrage fonctionnant au fil de l'eau;0,145;961738;;;;;;;4,48
65069001;Centrale de Bas-Mour;EXPL;65069;La Barthe-de-Neste                                ;S.A.R.L. PONS ET FILS;486827;6222240;0;Ouvrage fonctionnant au fil de l'eau;0,948;2554600;11,05;;;;Autorisée;07/03/2052;9
65075001;Centrale de Bazus;EXPL;65075;Bazus-Aure                                        ;S.A.R.L. HYDRO-ENERGIE;482637;6198670;0;Ouvrage fonctionnant au fil de l'eau;0,734;1311805;8;;;;Autorisée;08/11/2020;9,35
65077001;LAC DES GAVES AMONT;EXPL;65077;Beaucens                                          ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449306;6214030;0;Ouvrage fonctionnant au fil de l'eau;2,49;4863336;39;;1;Kaplan horizont. & bulbe à pâles mobiles;Autorisée;31/12/2067;6,5
65078001;CAMPAN;EXPL;65078;Beaudéan                                          ;ELECTRICITE DE FRANCE;469331;6218430;0;Ouvrage fonctionnant au fil de l'eau;28,5;86242936;7,9;0,948;2;Pelton;Concédée;13/12/2029;415,8
65078002;Centrale d'Ardalos;EXPL;65078;Beaudéan                                          ;SIVU DE L'AYA;463354;6212120;0;Ouvrage fonctionnant au fil de l'eau;1,138;3908053;;;;;;;290
65078003;Centrale Moulin de Campan;EXPL;65123;Campan                                            ;L3L;469071;6218050;0;Ouvrage fonctionnant au fil de l'eau;0,138;;2,8;;;;Autorisée;;5,02
65092001;BEYREDE;EXPL;65092;Beyrède-Jumet                                     ;ELECTRICITE DE FRANCE;486008;6209750;0;Ouvrage fonctionnant au fil de l'eau;9,5;45120124;25;0,12;2;Francis double;Concédée;16/10/1994;59,2
65106001;Centrale de Bourisp;EXPL;65106;Bourisp                                           ;CIE GENERALE D'ENTREPRISES HYDROELECTRIQUES;482198;6195550;0;Ouvrage fonctionnant au fil de l'eau;2;8612192;1;;;;Autorisée;;270
65108001;Centrale des Turons (Bours Bazet amont);EXPL;65108;Bours                                             ;HYDROCOP;463095;6245200;0;Ouvrage fonctionnant au fil de l'eau;;2042041;;;;;;;8
65108002;Centrale de Pont de Bours (Bours Bazet aval);EXPL;65108;Bours                                             ;ADOUR ENERGIE;463141;6246400;0;Ouvrage fonctionnant au fil de l'eau;;2576599;;;;;;;8,7
65116001;Centrale de Pene Taillade;EXPL;65116;Cadéac                                            ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;483188;6202320;0;Ouvrage fonctionnant au fil de l'eau;0,877;2942275;12,7;;1;;Autorisée;04/03/2021;7
65117001;St LARY;EXPL;65117;Cadeilhan-Trachère                                ;ELECTRICITE DE FRANCE;480323;6194190;0;Ouvrage fonctionnant au fil de l'eau;21;79266376;14;0,422;2;Francis double;Concédée;16/10/1994;186,8
65123001;GRIPP;EXPL;65123;Campan                                            ;ELECTRICITE DE FRANCE;472721;6208670;0;Ouvrage fonctionnant au fil de l'eau;5,4;16710063;4,1;0,36;2;Francis;Concédée;31/12/2036;160,2
65127001;Centrale de la Baïse;EXPL;65127;Capvern                                           ;S.N.C. CENTRALE HYDROELECTRIQUE DE LA BAISE;483678;6227150;0;Ouvrage fonctionnant au fil de l'eau;0,386;2441188;0,85;;;;Autorisée;21/05/2039;60
65138001;Centrale de Calypso;EXPL;65138;Cauterets                                         ;S.A. CALYPSO;447407;6207400;0;Ouvrage fonctionnant au fil de l'eau;3,3;19016154;;;;;;;70
65138002;Centrale de Tournaro;EXPL;65138;Cauterets                                         ;EURL L.R.F.;445515;6204560;0;Ouvrage fonctionnant au fil de l'eau;0,25;1077197;;;;;;;6
65141001;Centrale St Christeau;EXPL;65099;Bordères-Louron                                   ;S.A.R.L. SAINT CHRISTEAU;487960;6198630;0;Ouvrage fonctionnant au fil de l'eau;0,732;1460042;;;;;;;373
65159001;Centrale d'Escala;EXPL;65159;Escala                                            ;SARL HYDROMARC;489991;6223260;0;Ouvrage fonctionnant au fil de l'eau;0,493;955606;8;;;;Autorisée;;6,7
65169001;Centrale d'Arrioussec;EXPL;65169;Estaing                                           ;S.I.V.O.M. DE LABAT DE BUN;437438;6205650;0;Ouvrage fonctionnant au fil de l'eau;1,05;3089638;0,36;;;;Autorisée;18/05/2012;315
65173001;ESTERRE;EXPL;65173;Esterre                                           ;ELECTRICITE DE FRANCE;454903;6201980;0;Ouvrage fonctionnant au fil de l'eau;15;49954376;5,4;0,77;3;Pelton;Concédée;31/12/2011;367,1
65177001;Moulin Lafitte;EXPL;65177;Fontrailles                                       ;E.U.R.L. DU MOULIN LAFFITTE;488688;6252890;0;Ouvrage fonctionnant au fil de l'eau;;559859;;;;;;;8,8
65191001;Centrale de Palouma;EXPL;65191;Gazost                                            ;ENERGIE ELECTRIQUE DE PALOUMA;456881;6216790;0;Ouvrage fonctionnant au fil de l'eau;1,422;1852538;;;2;;Autorisée;14/12/2021;145
65191002;Mortels (usine DETS INHERS Gazost);EXPL;65191;Gazost                                            ;SOCIETE DES FORCES HYDRAULIQUES DU NEES;455706;6218860;0;Ouvrage fonctionnant au fil de l'eau;3,2;6935806;;;;;;;138
65192001;PRAGNERES RG;EXPL;65192;Gavarnie-Gèdre                                    ;ELECTRICITE DE FRANCE;455340;6195890;0;Ouvrage de type Lac;85;115216872;12;1,99;1;Pelton;Concédée;31/12/2036;929,1
65192002;GEDRE;EXPL;65192;Gavarnie-Gèdre                                    ;ELECTRICITE DE FRANCE;455835;6191960;0;Ouvrage de type Lac;31,8;89499000;6,1;1,46;2;Pelton;Concédée;31/12/2042;656,5
65192003;Centrale de Pont de Bert;EXPL;65192;Gavarnie-Gèdre                                    ;ETABLISSEMENTS RENE ESCANDE ET COMPAGNIE;455753;6191870;0;Ouvrage fonctionnant au fil de l'eau;2,41;16432529;;;;;Concédée (autorisable);;140
65192004;PRAGNERES RD;EXPL;65192;Gavarnie-Gèdre                                    ;ELECTRICITE DE FRANCE;455340;6195890;0;Ouvrage de type Lac;185;89258000;19;2,85;2;Pelton;Concédée;;1255
65195001;PONT D'ESTAGNOU;EXPL;65195;Génos                                             ;SOCIETE HYDRO ELECTRIQUE DU MIDI;487849;6193800;0;Ouvrage fonctionnant au fil de l'eau;0,76;2472885;4,8;;1;Francis;Autorisée;31/12/2057;16,4
65195002;TRAMEZAYGUES CL;EXPL;65195;Génos                                             ;SOCIETE HYDRO ELECTRIQUE DU MIDI;487708;6186220;0;Ouvrage de type Lac;21,9;39413096;5,54;0,5;3;Pelton;Concédée;31/12/2004;460
65195003;TRAMEZAYGUES LA PEZ;EXPL;65195;Génos                                             ;SOCIETE HYDRO ELECTRIQUE DU MIDI;487696;6186220;0;Ouvrage fonctionnant au fil de l'eau;6;12235798;1,98;1,02;2;Pelton;Concédée;31/12/2004;260
65212001;GUCHEN;EXPL;65212;Guchen                                            ;ELECTRICITE DE FRANCE;481564;6199820;0;Ouvrage fonctionnant au fil de l'eau;5,7;15779938;1,5;1,1;2;Pelton;Concédée;31/12/2018;523,3
65218001;Centrale de Rebouc;EXPL;65218;Hèches                                            ;CERBERE;485641;6214350;0;Ouvrage fonctionnant au fil de l'eau;1;2927030;;;;;;;4,8
65218002;Micro Centrale de Heches;EXPL;65218;Hèches                                            ;DIET JEAN-PAUL;486106;6214870;0;Ouvrage fonctionnant au fil de l'eau;1,84;1177266;;;;;Concédée (autorisable);;3,8
65267001;LAU BALAGNAS;EXPL;65267;Lau-Balagnas                                      ;ELECTRICITE DE FRANCE;447066;6215930;0;Ouvrage fonctionnant par éclusées;31;85403128;20,3;0,423;4;Francis;Concédée;31/12/2007;189,4
65282001;AUBE;EXPL;65282;Loudenvielle                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;488557;6189530;0;Ouvrage fonctionnant au fil de l'eau;2,19;4849593;0,8;0,56;1;Pelton;Autorisée;31/12/2060;279,5
65282002;PONT DE PRAT;EXPL;65282;Loudenvielle                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;487690;6186390;0;Ouvrage fonctionnant au fil de l'eau;0,8;1118607;5;0,032;1;Kaplan;Autorisée;31/12/2056;16,3
65282003;LASSOULA;EXPL;65282;Loudenvielle                                      ;SOCIETE HYDRO ELECTRIQUE DU MIDI;488431;6183800;0;Ouvrage de type Lac;32;29828400;5,5;1,04;3;Pelton;Concédée;31/12/2004;486
65282004;LOUDENVIELLE;EXPL;65282;Loudenvielle                                      ;ELECTRICITE DE FRANCE;487894;6190790;0;Ouvrage fonctionnant au fil de l'eau;7,8;30942188;4,5;0,47;2;Pelton;Concédée;17/04/1992;246,1
65286001;Centrale des Oeuvres de la Grotte;EXPL;65286;Lourdes                                           ;ASSOCIATION DIOCESAINE DE TARBES  ET LOURDES;451488;6226950;0;Ouvrage fonctionnant au fil de l'eau;0,4;2581212;;;;;;;4
65286002;Centrale de Vizens;EXPL;65286;Lourdes                                           ;COMPAGNIE DU FUNICULAIRE DU PIC DU GRAND JER DE LOURDES;449396;6226990;0;Ouvrage fonctionnant au fil de l'eau;1,463;3732938;;;3;;Autorisée;02/07/2036;3,73
65286003;Centrale hydroélectrique Latour;EXPL;65286;Lourdes                                           ;COMPAGNIE DU FUNICULAIRE DU PIC DU GRAND JER DE LOURDES;451625;6225040;0;Ouvrage fonctionnant au fil de l'eau;;2562081;;;;;;;3,29
65291001;Centrale de Marescot;EXPL;65291;Lugagnan                                          ;CENTRALE HYDROELECTRIQUE SOPYREL;452230;6223520;0;Ouvrage fonctionnant au fil de l'eau;0,138;573760;;;;;Autorisée et fondée en titre;;6,73
65294001;Centrale de Lutilhous;EXPL;65294;Lutilhous                                         ;SOCIETE HYDRO-ELECTRIQUE DE CAPVERN LUTILHOUS;483183;6229150;0;Ouvrage fonctionnant au fil de l'eau;0,45;2551088;1;;;;Autorisée;28/01/2051;43,6
65295001;LUZ 1;EXPL;65295;Luz-Saint-Sauveur                                 ;ELECTRICITE DE FRANCE;453594;6201430;0;Ouvrage fonctionnant au fil de l'eau;29,5;117240000;12,8;0,65;1;Francis;Concédée;31/12/2036;296,7
65295003;Centrale de L'Yse;EXPL;65295;Luz-Saint-Sauveur                                 ;COMMUNE DE LUZ SAINT SAUVEUR MICROCENTRALE DE L'YSE;454976;6201290;0;Ouvrage fonctionnant au fil de l'eau;3;6801590;;;;;;;593
65295004;Chute de Lasariou;EXPL;65295;Luz-Saint-Sauveur                                 ;SOCIETE HYDRO ELECTRIQUE DU LASARIOU;454010;6198340;0;Ouvrage fonctionnant au fil de l'eau;1,635;5042327;;;;;;;555
65305001;MAULEON BAROUSSE;EXPL;65305;Mauléon-Barousse                                  ;SOCIETE HYDRO ELECTRIQUE DU MIDI;501337;6209080;0;Ouvrage fonctionnant au fil de l'eau;1,81;3121057;1,6;;1;Francis;Autorisée;31/12/2057;115,8
65305002;Centrale de Mauleon Barousse;EXPL;65305;Mauléon-Barousse                                  ;PEDELABORDE GERARD;501566;6210200;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;6
65320001;Centrale de Montgaillard;EXPL;65320;Montgaillard                                      ;JACQUES TARRENE INVESTISSEMENTS;464248;6230080;0;Ouvrage fonctionnant au fil de l'eau;1,003;2963263;10,5;;;;Autorisée;21/09/2029;9,65
65360001;PEYROUSE;EXPL;65360;Peyrouse                                          ;ELECTRICITE DE FRANCE;445304;6227340;0;Ouvrage fonctionnant au fil de l'eau;0,9;4625813;30;0,008;3;Francis;Autorisée;31/12/1994;5
65362001;Centrale de Meyabat;EXPL;65138;Cauterets                                         ;SOCIETE ELECTRO-METALLURGIQUE DE MEYABAT;447664;6209190;0;Ouvrage fonctionnant au fil de l'eau;0,67;800933;;;;;;;29
65371001;LAC DES GAVES AVAL;EXPL;65371;Préchac                                           ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449004;6215100;0;Ouvrage fonctionnant au fil de l'eau;1,54;4607954;35;;1;Kaplan;Autorisée;31/12/2067;4,5
