code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
81271001;CASTELLA;EXPL;81271;Saint-Sulpice-la-Pointe                           ;SOCIETE HYDRO ELECTRIQUE DU MIDI;594388;6298330;0;Ouvrage fonctionnant au fil de l'eau;1,57;5474208;40;;1;Kaplan;Concédée (autorisable);31/12/2048;4,1
81273001;Centrale de Saix;EXPL;81273;Saïx                                              ;ETABLISSEMENTS LAVAL ET LECAMUS;634104;6276280;0;Ouvrage fonctionnant au fil de l'eau;0,892;2448234;26;;1;Kaplan;;;3,5
81273002;Centrale de La Gascarie;EXPL;81273;Saïx                                              ;ENERGIE VERTE DE SAIX;631940;6277900;0;Ouvrage fonctionnant au fil de l'eau;0,28;704420;10;;;;Autorisée;;2,86
81278001;Centrale de Le Merle;EXPL;81278;Sauveterre                                        ;SOCIETE HYDRO ELECTRIQUE DU MERLE;665266;6261880;0;Ouvrage fonctionnant au fil de l'eau;0,893;1597438;1,4;;2;;Autorisée;;65
81278002;Centrale de Camp de Soubre;EXPL;81278;Sauveterre                                        ;SOCIETE HYDROELECTRIQUE DU CAMP DE SOUBRE;665688;6261480;0;Ouvrage fonctionnant au fil de l'eau;0,75;1587143;;;;;;;64
81286001;Moulin De Lalbarede;EXPL;81286;Serviès                                           ;SOCIETE LES MEUNIERES;622362;6283380;0;Ouvrage fonctionnant au fil de l'eau;0,318;967873;12,5;;;;Autorisée;31/12/2040;2,6
81286002;Centrale de Servies;EXPL;81286;Serviès                                           ;CENTRALE HYDRO-ELECTRIQUE DE SERVIES;621251;6284920;0;Ouvrage fonctionnant au fil de l'eau;;3544103;;;;;;;3
81288001;Centrale de Montel;EXPL;81288;Sorèze                                            ;INSTITUTION DES EAUX DE LA MONTAGNE NOIRE;622626;6259900;0;Ouvrage fonctionnant au fil de l'eau;0,77;1391525;;;;;;;123
81292001;Pont de Tanus;EXPL;81292;Tanus                                             ;SICAE DU CARMAUSIN;644925;6335720;0;Ouvrage fonctionnant au fil de l'eau;;470213;;;;;;;3,94
81299001;Moulin de Breils et du Moulinet;EXPL;81299;Teyssode                                          ;ENERGIE VERTE DE TEYSSODE;615528;6285160;0;Ouvrage fonctionnant au fil de l'eau;1,99;4609863;50;;2;Kaplan;Autorisée;;4,07
81301001;Centrale de Rassisse;EXPL;81183;Mont-Roc                                          ;S.I.A.H. DU DADOU;647584;6300750;0;Ouvrage fonctionnant au fil de l'eau;1,2;3874667;;;;;;;42
81303001;Centrale de Trebas;EXPL;81303;Trébas                                            ;BIRSECK HYDRO;659766;6316520;0;Ouvrage fonctionnant au fil de l'eau;4,5;12039609;;;;;;;5
81305001;Centrale de Vabre;EXPL;81305;Vabre                                             ;S.A.R.L. SER JEA;653463;6288450;0;Ouvrage fonctionnant au fil de l'eau;0,195;429236;;;;;;;7
81305002;Courrech;EXPL;81305;Vabre                                             ;CENTRALE HYDRO ELECTRIQUE DU MOULIN DE COURRECH;652808;6287700;0;Ouvrage fonctionnant au fil de l'eau;0,26;411253;;;;Kaplan;Autorisée;19/07/2046;3
81315001;Centrale de Le Port (Tarn);EXPL;81315;Vielmur-sur-Agout                                 ;BLAVY ET MAURIES;626553;6280390;0;Ouvrage fonctionnant au fil de l'eau;0,876;3739387;25;;3;Francis;Autorisée;25/09/2045;3,57
81321001;VINTROU;EXPL;81321;Le Vintrou                                        ;ELECTRICITE DE FRANCE;656153;6269060;0;Ouvrage de type Lac;32,3;65624500;15,4;0,565;4;Pelton;Concédée;31/12/2021;265
81323001;Centrale de Viterbe;EXPL;81323;Viterbe                                           ;ENERGIE VERTE DE VITERBE;613824;6287260;0;Ouvrage fonctionnant au fil de l'eau;0,26;828306;12;;;;Autorisée;07/01/2033;2,21
82002001;Moulin du Bias;EXPL;82002;Albias                                            ;CH. MOULIN DE BIAS;575661.8;6334008.5;0;Ouvrage fonctionnant au fil de l'eau;0,09;446053;;;;;Autorisée;;2,54
82011001;LAGARDE;EXPL;82011;Barry-d'Islemade                                  ;ELECTRICITE DE FRANCE;562030;6331540;0;Ouvrage fonctionnant au fil de l'eau;0,6;2418438;40;0,004;4;Hélice horizontale;Autorisée;16/10/1994;2,2
82018001;Moulin de Bioule;EXPL;82018;Bioule                                            ;S.A.R.L. GALAUP ET CIE;583061;6333290;0;Ouvrage fonctionnant au fil de l'eau;0,474;1303515;;;;;;;2
82026001;Moulin des Bordes;EXPL;82026;Bruniquel                                         ;S.N.C. ESPEROU;591647;6331380;0;Ouvrage fonctionnant au fil de l'eau;;1455623;;;;;;;2,5
82026002;Moulin des Istournels;EXPL;82026;Bruniquel                                         ;S.A.R.L. DU MOULIN DES ISTOURNELS;592808;6330380;0;Ouvrage fonctionnant au fil de l'eau;;1009197;;;;;;;2,5
82026003;Les Forges de Caussanus;EXPL;82026;Bruniquel                                         ;ETABLISSEMENTS GHEERBRANT;593824;6330590;0;Ouvrage fonctionnant au fil de l'eau;;3069256;;;;;;;2,8
82044001;Centrale de Claux et Corbarieu;EXPL;82044;Corbarieu                                         ;SOCIETE D'EXPLOITATION DE CENTRALE HYDRO ELECTRIQUE;568798;6316130;0;Ouvrage fonctionnant au fil de l'eau;1,351;9121751;;;;;;;2,8
82072001;GOLFECH;EXPL;82072;Golfech                                           ;ELECTRICITE DE FRANCE;528235;6336840;0;Ouvrage fonctionnant au fil de l'eau;94;291534240;650;0,015;4;Kaplan horizont. & bulbe à pâles mobiles;Concédée;31/12/2049;17
82076001;Moulin de Loubejac;EXPL;82076;L'Honor-de-Cos                                    ;SOCIETE HYDROELECTRIQUE DE LOUBEJAC;567628;6333720;0;Ouvrage fonctionnant au fil de l'eau;0,293;833918;;;;;;;2,4
82088001;CENTRALE HYDROELECTRIQUE DE CONTILLOU;EXPL;82088;Laguépie                                          ;S.A.R.L. LE MOULIN DE CONTILLOU;617926;6339940;0;Ouvrage fonctionnant au fil de l'eau;;569494;;;;;;;2,6
82088002;LE MOULIN DU GUE;EXPL;82088;Laguépie                                          ;S.A.R.L. LE MOULIN DU GUE;617526;6338910;0;Ouvrage fonctionnant au fil de l'eau;0,485;530406;;;;;;;2,75
82101001;GOLFECH (Groupe de Restitution);EXPL;82101;Malause                                           ;ELECTRICITE DE FRANCE;538224;6333450;0;Ouvrage fonctionnant au fil de l'eau;0,5;4310125;;;;;;;8,6
82112001;Centrale de Ste Livrade;EXPL;82112;Moissac                                           ;SCS SAINTE LIVRADE;552930;6336970;0;Ouvrage fonctionnant au fil de l'eau;2,218;6856434;;;;;;;2,4
82121001;SAPIAC;EXPL;82121;Montauban                                         ;ELECTRICITE DE FRANCE;567610;6325020;0;Ouvrage fonctionnant au fil de l'eau;0,4;1280938;24;0,004;2;Hélice verticale;Fondée en titre;31/12/2008;2,5
82121002;ALBAREDES;EXPL;82121;Montauban                                         ;ELECTRICITE DE FRANCE;566673;6326020;0;Ouvrage fonctionnant au fil de l'eau;0,5;2231188;34,6;0,004;2;Hélice verticale;Concédée (autorisable);31/12/2001;2,3
82121003;Moulin de Palisse;EXPL;82121;Montauban                                         ;GLACIERE DE PALISSE;566910;6325950;0;Ouvrage fonctionnant au fil de l'eau;1,1;4734673;;;;;;;2,8
82121004;Moulin d'Escudie;EXPL;82121;Montauban                                         ;SOCIETE HYDROELECTRIQUE DU MOULIN DE L'ESCUDIE;569703;6331880;0;Ouvrage fonctionnant au fil de l'eau;;1079736;;;;;;;2,2
82125001;Usine de Montech;HORS;82125;Montech                                           ;SOCIETE D'EXPLOITATION DES ETABLISSEMENTS VARIN;557662;6320640;0;;;;;;;;;;1
82132001;Moulin de Montricoux;EXPL;82132;Montricoux                                        ;SOC. MEUNIERE MONTRICOUX FAUCHER FRERES;589347;6331440;0;Ouvrage fonctionnant au fil de l'eau;0,103;299625;;;;;;;2
82134001;Centrale Municipale;EXPL;82134;Nègrepelisse                                      ;COMMUNE DE NEGREPELISSE;581733;6332040;0;Ouvrage fonctionnant au fil de l'eau;1,68;2453537;;;;;;;3,9
82150001;Centrale de Lamothe Saliens;EXPL;82150;Reyniès                                           ;SALIENS S.A.;573844;6313650;0;Ouvrage fonctionnant au fil de l'eau;1,3;6766717;;;;;Concédée (autorisable);;2,6
82155001;Centrale des Ondes;EXPL;82155;Saint-Antonin-Noble-Val                           ;VOLT-AVEYRON S.A.R.L.;598588;6339630;0;Ouvrage fonctionnant au fil de l'eau;0,37;1534497;;;;;;;3
82187001;Centrale de Lexos haut;EXPL;82187;Varen                                             ;SOC. D'EXPLOITATION DU MOULIN DE LEXOS;611130;6338780;0;Ouvrage fonctionnant au fil de l'eau;;839919;;;;;;;2,2
82187002;Centrale de Pailhas;EXPL;82187;Varen                                             ;SNC PAILHAS ENERGIE;610249;6338450;0;Ouvrage fonctionnant au fil de l'eau;0,4;1227580;;;;;;;2
82195001;LAGARDE;EXPL;82195;Villemade                                         ;SOCIETE HYDRO ELECTRIQUE DU MIDI;562242;6331400;0;Ouvrage fonctionnant au fil de l'eau;1,47;2987981;44;;2;Kaplan;Concédée (autorisable);31/12/2020;2,57
